Child_Name,Ancestor_Name,Edit_Distance,sum
Hannah,Johannah,2,36
Volter,Wolter,1,36
Cathrine,Kathrine,1,36
Haldor,Halldor,1,36
Lara,Sarah,2,36
Nellie,Mollie,2,36
Sybren,Sybrens,1,36
Gustav,Gustave,1,36
Neeltje,Neeltjie,1,36
Gustav,Gustava,1,36
Neeltje,Neeltge,1,36
Bertel,Bertha,2,36
Vollrath,Volrath,1,36
Symon,Symons,1,36
Greta,Gretha,1,36
Tienne,Etienne,1,36
Grada,Gradus,2,36
Myrie,Maria,2,36
Gracia,Ignacia,2,36
Bernardo,Bernarda,1,36
Burgoyne,Burgoin,2,36
Gottlieb,Godlieb,2,36
Hald,Hans,2,36
Gonsalves,Goncalves,1,36
Gompert,Gompertz,1,36
Catherine,Cathrina,2,36
Gijsbertus,Gijsberts,1,36
Gustavi,Gustaf,2,36
Basile,Bazile,1,36
Leentje,Neeltje,2,36
Olaug,Olaus,1,36
Lena,Lula,2,36
Oline,Boline,1,36
Tacy,Mary,2,36
Maye,Mary,2,36
Michael,Micheal,2,36
May,Roy,2,36
Gertrud,Giertrud,1,36
Beatrix,Beatrice,2,36
Maxine,Marie,2,36
Gertruyda,Gertruida,1,36
Melite,Emeline,2,36
Meinderts,Meindert,1,36
Bartolena,Bartolina,1,36
Gesche,Geske,2,36
Cecila,Cecilia,1,36
Leo,Levi,2,36
Ola,Cora,2,36
Batholmina,Batholomina,1,36
Cato,Carl,2,36
Bastiaanse,Bastiaansz,1,36
Chrisian,Christiane,2,36
Chester,Lester,2,36
Valentin,Valentine,1,33
Marcial,Maria,2,33
Aaltien,Jantien,2,33
Ella,Delia,2,33
Marianne,Marieanne,1,33
Elizabeth,Elizabetta,2,33
Kristine,Kristian,2,33
Sarah,Hanah,2,33
Ella,Etta,2,33
Franses,Frans,2,33
Marian,Marianna,2,33
Hendricus,Hendrica,2,33
Mable,Marie,2,33
Janie,Annie,2,33
Bernardus,Bernard,2,33
John,Johana,2,33
Berthel,Bertel,1,33
Elda,Emma,2,33
Alden,Ellen,2,33
Oliver,Olivier,1,33
Eugenie,Eugenia,1,33
Eleonore,Eleonora,1,33
Jana,Jan,1,33
Wiiliam,William,1,33
Olivia,Olive,2,33
Elie,Hlne,2,33
Bessie,Bettie,2,33
Ollie,Lillie,2,33
Marie,Mable,2,33
Lambrechtsz,Lambrecht,2,33
Samuelse,Samuel,2,33
Elisabeth,Elizabetha,2,33
Elisabetha,Elizabetha,1,33
Maartje,Maretje,2,33
Eliza,Elisa,1,33
Eliza,Ella,2,33
Bernhard,Leonhard,2,33
Janne,Anna,2,33
Marcjanna,Marianna,2,33
Eva,Asa,2,33
Okkes,Okke,1,33
Harry,Harris,2,33
Otto,Otten,2,33
Magnus,Agnes,2,33
Nora,Ira,2,33
Jelle,Jeltje,2,33
Adriaantje,Ariaantje,1,33
Jennet,Janet,2,33
Otten,Otto,2,33
Abrahamse,Abraham,2,33
Maja,Sara,2,33
Adriaan,Adriaans,1,33
Theodor,Theodorus,2,33
Klaas,Klaasz,1,33
Emma,Elna,2,33
Klaaske,Klaas,2,33
Hanzes,Hans,2,33
Ora,Cora,1,33
Opal,Ora,2,33
Ava,Ann,2,33
Fairy,Mary,2,33
Jeppe,Jep,2,33
Harley,Harvey,1,33
Jentje,Jentjes,1,33
Fay,Mae,2,33
Emmie,Emma,2,33
Elvin,Ellen,2,33
Harm,Harmke,2,33
Asa,Amy,2,33
Elspeth,Elspet,1,33
Eva,Elsa,2,33
Ole,Olav,2,33
Maria,Miriam,2,33
Atje,Aaltje,2,33
Nils,Nels,1,33
Vita,Vito,1,33
Joel,Abel,2,33
Eloise,Louise,2,33
Theodore,Theodorus,2,33
Maertensz,Maerten,2,33
Patrick,Patricia,2,33
Elsa,Lisa,2,33
Kirsten,Kjersten,2,33
Janz,Jan,1,33
Beerts,Beert,1,33
Berend,Arend,2,33
Jasper,Jaspers,1,33
Bell,Ella,2,33
Hendrick,Henrick,1,33
Magarietha,Margaretha,2,33
Maria,Marcin,2,33
Jay,May,1,33
Jamie,Jane,2,33
Theodorus,Theodor,2,33
Hester,Hesther,1,33
Elbert,Albert,1,33
Ina,Ira,1,33
Melissa,Elisha,2,33
Joseph,Jusepa,2,33
Iona,Anna,2,33
Kathrine,Cathrine,1,33
Lester,Esther,2,33
Dan,Jane,2,33
Catharine,Catherina,2,33
Randine,Randi,2,33
Thrse,Therese,2,33
Lola,Flora,2,33
Lola,Rosa,2,33
Daryl,Mary,2,33
Dave,David,2,33
Ira,Dora,2,33
Andrew,Andre,1,33
Sally,Molly,2,33
Lottie,Mattie,2,33
Kaarlo,Karl,2,33
Minnie,Nannie,2,33
David,Gavin,2,33
Glen,Helen,2,33
Friedrich,Friedricke,2,33
Isaac,Isaak,1,33
Josepha,Josefa,2,33
Charlene,Charlie,2,33
Leila,Ella,2,33
Anne,Hanne,1,33
Gerdes,Gerd,2,33
Merle,Myrtle,2,33
Cora,Ezra,2,33
Anna,Mina,2,33
Mathilda,Matilda,1,33
Rebeccah,Rebecca,1,33
Honor,Honour,1,33
Lidia,Lydia,1,33
Cora,Nora,1,33
Thomasdr,Thomas,2,33
Antoni,Antonina,2,33
Tobiasz,Tobias,1,33
Lilly,Lily,1,33
Antonie,Anton,2,33
Antonina,Antoni,2,33
Geertien,Geertjen,1,33
Cornelus,Cornelia,2,33
Geertien,Geertje,2,33
Mijntje,Mijntjes,1,33
Riemers,Riemer,1,33
Crijnen,Crijn,2,33
Herbert,Hubert,2,33
Tena,Anna,2,33
Friederike,Friedericke,1,33
Della,Belle,2,33
Ivy,Ida,2,33
Pietronella,Pieternella,2,33
Roy,Ray,1,33
Dora,Dirk,2,33
Jack,Mark,2,33
Jackie,Jack,2,33
Marit,Maren,2,33
Poppes,Poppe,1,33
Jacob,Jacobje,2,33
Pete,Peter,1,33
Earl,Paul,2,33
Hetty,Henry,2,33
Ebba,Eva,2,33
Karl,Kari,1,33
Friederika,Friederike,1,33
Frederick,Fredrik,2,33
Frederick,Fredrich,2,33
Marino,Maria,2,33
Ruth,Rutha,1,33
Eeltje,Eeltjes,1,33
Vera,Ira,2,33
Penn,Ann,2,33
Leon,Leona,1,33
Larry,Harry,1,33
Jon,Joen,1,33
Ale,Ales,1,33
Brita,Mrta,2,33
Julien,Jules,2,33
Myrl,Mary,2,33
Claasz,Claes,2,33
Carla,Maria,2,33
Hinderika,Hindrik,2,33
Isabell,Isabel,1,33
Isabella,Isobella,1,33
Annie,Ane,2,33
Christen,Kristen,2,33
Henricus,Henrici,2,33
Juliana,Luciana,2,33
Amey,Amy,1,33
Louisa,Louiza,1,33
Moses,Rose,2,33
Annie,Annis,1,33
Rosalie,Rosalia,1,33
Martha,Marten,2,33
Leonora,Leonard,2,33
Alva,Alvah,1,33
Rachael,Michael,2,33
Susanna,Susana,1,33
Gottlieb,Gotlieb,1,33
Grace,Grant,2,33
Verna,Edna,2,33
Therese,Theresia,2,33
Wlliam,William,1,30
William,Gilliam,1,30
Wubbes,Wubbe,1,30
Teodor,Theodor,1,30
Ynses,Ynse,1,30
Willie,Millie,1,30
Theodorus,Theodoris,1,30
Wikke,Wikkes,1,30
Symens,Symen,1,30
Wiebe,Wiebes,1,30
Victor,Hector,2,30
Wybe,Wijbe,2,30
Willemsd,Willem,2,30
Sybolts,Sybolt,1,30
Winnie,Minnie,1,30
Sytze,Sytzes,1,30
Teunis,Teunisdr,2,30
Wilfred,Winifred,2,30
Velma,Della,2,30
Wubbe,Wubbes,1,30
Woutersz,Wouters,1,30
Susana,Juana,2,30
Watzes,Watze,1,30
Aafje,Aaltje,2,30
Surl,Sara,2,30
Eizabeth,Elizabeth,1,30
Francis,Francina,2,30
Frank,Grant,2,30
Frankie,Francis,2,30
Fransen,Frans,2,30
Fransiena,Francina,2,30
Franz,Frantz,1,30
Frederick,Friedrick,2,30
Freercks,Freerck,1,30
Freidrich,Friedrich,2,30
Fridrich,Friedrich,1,30
Frieda,Fred,2,30
Friedrich,Frederich,2,30
Friedrich,Friedrick,1,30
Friedrika,Friedrich,2,30
Fritz,Moritz,2,30
Ferdinand,Ferdinandus,2,30
Fay,May,1,30
Ezekial,Ezekiel,1,30
Emile,Ccile,2,30
Ellenor,Eleanor,2,30
Elliott,Elliot,1,30
Elmer,Elbert,2,30
Elmira,Eliza,2,30
Elna,Elsa,1,30
Elsa,Elin,2,30
Emilie,Emelie,1,30
Evertje,Evert,2,30
Ena,Ann,2,30
Eric,Erick,1,30
Eric,Henric,2,30
Erik,Erkki,2,30
Eva,Ora,2,30
Evert,Evertje,2,30
Gabriela,Gabriel,1,30
Gary,Earl,2,30
Geertje,Geertien,2,30
Hendrick,Hendricks,1,30
Harmensz,Harmen,2,30
Helen,Helga,2,30
Hellen,Ellen,1,30
Helmerts,Helmert,1,30
Henderika,Hendrika,1,30
Henderikus,Hendriks,2,30
Hendrietta,Henrietta,1,30
Hansel,Daniel,2,30
Hendrik,Hendrieka,2,30
Hendrina,Henderina,1,30
Henery,Henry,1,30
Henrica,Heinrich,2,30
Henrich,Hinrich,1,30
Henry,Jerry,2,30
Harmen,Harms,2,30
Hanns,Hans,1,30
Geerts,Beerta,2,30
Godfried,Gottfried,2,30
Geeszijn,Geessien,2,30
Gene,Lee,2,30
Gerardus,Gradus,2,30
Gerhard,Gerard,1,30
Gertrud,Gerard,2,30
Glen,Lee,2,30
Guri,Mari,2,30
Hanns,Anna,2,30
Halbert,Albert,1,30
Hallings,Halling,1,30
Han,Hans,1,30
Hanna,Marna,2,30
Hannah,Joannah,2,30
Hannes,Hanne,1,30
Ellen,Elen,1,30
Egbert,Robert,2,30
Hermine,Herman,2,30
Edward,Ward,2,30
Angel,Manuel,2,30
Ann,Anson,2,30
Anna,Alva,2,30
Anna,Santa,2,30
Annie,Andre,2,30
Annie,Janie,2,30
Anson,Aaron,2,30
Anthonij,Anthonijsz,2,30
Antonia,Antonie,1,30
Arent,Arend,1,30
Arijaantje,Ariaantje,1,30
Arisse,Arie,2,30
Aron,Aaron,1,30
Avis,David,2,30
Azarie,Marie,2,30
Aneka,Anna,2,30
Andy,Nancy,2,30
Andres,Andreas,1,30
Adriana,Adrina,1,30
Abial,Abigail,2,30
Abigal,Abigail,1,30
Ada,Alma,2,30
Adeline,Adelaide,2,30
Adriaan,Adriaanse,2,30
Adriaan,Adrians,2,30
Agda,Anna,2,30
Alva,Eva,2,30
Alan,Allan,1,30
Allice,Alice,1,30
Allie,Allen,2,30
Alma,Asa,2,30
Alma,Elna,2,30
Alva,Alma,1,30
Barend,Barendse,2,30
Bastiaanse,Bastiaan,2,30
Baukje,Baukes,2,30
Dirks,Durk,2,30
Claude,Claudine,2,30
Cornelisz,Kornelis,2,30
Della,Ella,1,30
Derks,Dirk,2,30
Dinah,Dina,1,30
Dirk,Dina,2,30
Dorothea,Dorthe,2,30
Christine,Kristine,2,30
Dorothea,Dorthea,1,30
Durk,Durks,1,30
Earl,Burl,2,30
Easter,Esther,2,30
Ebeneezer,Ebenezer,1,30
Edna,Leona,2,30
Clasina,Klasina,1,30
Chiel,Chielen,2,30
Benedikte,Benedicte,1,30
Catharina,Catharinae,1,30
Berent,Berents,1,30
Beret,Berit,1,30
Betty,Etta,2,30
Biagia,Biagio,1,30
Boelman,Boelmans,1,30
Catalina,Catarina,1,30
Catharina,Katherina,2,30
Charl,Charles,2,30
Caty,Mary,2,30
Cecilia,Cecil,2,30
Celestine,Celeste,2,30
Celia,Amelia,2,30
Celia,Cecilia,2,30
Charl,Charel,1,30
Hermanus,Harmannus,2,30
Hertha,Martha,2,30
Stephan,Stephen,1,30
Mae,Eve,2,30
Marion,Marrion,1,30
Martha,Marthe,1,30
Martin,Marten,1,30
Mary,Caty,2,30
Mary,Darby,2,30
Mary,Hay,2,30
Mary,Katy,2,30
Mary,Lacy,2,30
Mary,Marey,1,30
Mary,Park,2,30
Mattheus,Matthias,2,30
Mattia,Maria,2,30
Mattsdr,Matts,2,30
Meines,Meine,1,30
Melvin,Calvin,2,30
Marion,Mariah,2,30
Mario,Pardo,2,30
Marinus,Marinis,1,30
Margaretha,Margretha,1,30
Mae,Ray,2,30
Magaret,Margaret,1,30
Malin,Karin,2,30
Mally,Mary,2,30
Marcela,Manuela,2,30
Margaret,Margeret,1,30
Margarethe,Margrete,2,30
Marija,Maria,1,30
Margit,Martin,2,30
Margreth,Margaretha,2,30
Maria,Maraya,2,30
Maria,Marike,2,30
Mariane,Maria,2,30
Marianna,Marcjanna,2,30
Michiels,Machiel,2,30
Mitchel,Mitchell,1,30
Mollie,Sallie,2,30
Rose,Joe,2,30
Rd,Raa,2,30
Reinders,Reijnder,2,30
Rigtje,Richtje,2,30
Roelfke,Roelf,2,30
Roelof,Roelv,2,30
Rosannah,Susannah,2,30
Rose,Moshe,2,30
Ray,Ora,2,30
Santa,Ana,2,30
Sarel,Charel,2,30
Saye,Jane,2,30
Siri,Mari,2,30
Siwerts,Siwert,1,30
Son,Seton,2,30
Rd,Ra,1,30
Rasmus,Rasmuss,1,30
Nanningse,Nanning,2,30
Norma,Nora,1,30
Nanny,Anna,2,30
Neeltje,Neeltgen,2,30
Nellie,Ollie,2,30
Nicolaas,Nicholaas,1,30
Nilla,Nils,2,30
Nina,Ira,2,30
Olson,Nilson,2,30
Ramona,Ramon,1,30
Ona,Cora,2,30
Pansy,Nancy,2,30
Pascal,Paschal,1,30
Philippine,Philippina,1,30
Pleunsz,Pleun,2,30
Pricilla,Priscilla,1,30
Mae,Maud,2,30
Madge,Maude,2,30
Hilda,Hulda,1,30
Maaike,Mayke,2,30
Joan,Alan,2,30
Joann,Joannes,2,30
Joannes,Johannis,2,30
Jobe,John,2,30
Joel,Job,2,30
Johanes,Johanna,2,30
Johannesse,Johannes,2,30
John,Jobe,2,30
John,Johne,1,30
Jone,Joan,2,30
Joosse,Joos,2,30
Joseph,Joeph,1,30
Josette,Josephe,2,30
Josphine,Josephine,1,30
Julia,Lula,2,30
Jetzes,Jetze,1,30
Jeremiah,Nehemiah,2,30
Jemima,Emma,2,30
Izaak,Isaak,1,30
Hildur,Hilda,2,30
Hindrik,Hinderk,2,30
Hubrechtse,Hubrecht,2,30
Ira,Ezra,2,30
Ira,Sara,2,30
Isaak,Isaack,1,30
Jan,Janz,1,30
Jeanne,Jane,2,30
Jane,Sayne,2,30
Janey,James,2,30
Janice,Alice,2,30
Jannetje,Jannetie,1,30
Jarckes,Jarcke,1,30
Jared,Jane,2,30
Juliana,Juliane,1,30
Julienne,Julien,2,30
Jurgen,Jrgen,1,30
Lola,Viola,2,30
Lillia,William,2,30
Lillie,Lillian,2,30
Lillie,Lizzie,2,30
Linna,Anna,2,30
Lise,Louise,2,30
Lodewijksz,Lodewijk,2,30
Lorene,Florence,2,30
Lijsbet,Lijsbeth,1,30
Louis,Alois,2,30
Lubbertus,Lubbert,2,30
Luc,Luke,2,30
Luise,Louisa,2,30
Lus,Jos,2,30
Maaike,Maike,1,30
Lila,Ella,2,30
Lida,Lydia,2,30
Kaspar,Caspar,1,30
Knute,Knut,1,30
Katharina,Katarina,1,30
Katherina,Catherina,1,30
Katie,Marie,2,30
Katrina,Karin,2,30
Kerstin,Cherstin,2,30
Kjersti,Kirsti,2,30
Landre,Andr,2,30
Levi,Leah,2,30
Larsdatter,Laursdatter,1,30
Larsen,Karen,2,30
Laurens,Lourens,1,30
Lee,Joe,2,30
Leonhard,Leonard,1,30
Leonora,Eleonore,2,30
Zwaantje,Swaantje,1,30
